epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,13787.1,1.51654,2.2589,1.35357,0.92143,0.93385,0.94318,0.31814,2.31376,0.92326,1.66159,0.00999246,0.00333082,0.00999246,0.00333082,0.00999246,0.00333082,0.00999246,0.00333082
